user,item,topk,counterfactual,predicted_scores,replacement,actual_scores_0,actual_scores_1,actual_scores_2,actual_scores_3,actual_scores_4,actual_scores_avg
99,1231,"[1231, 12272, 6446, 6186, 6778, 1072, 155, 597, 19906, 4340]","{27696, 27697, 27700, 27703, 27704, 27706, 27708, 27709, 27711, 27712, 27713, 27715, 27716, 27717, 27718, 27719, 27721, 27722, 27723, 27724, 27729, 27730, 27731, 27733, 27734, 27736, 27737, 27738, 27740, 27743, 27745, 27746, 27748, 27751, 27752, 27753, 27754, 27755, 27757, 27759, 27760, 27761, 27764, 27766, 27767, 27768, 27769, 27770, 27771, 27773, 27774, 27777, 27779, 27780, 27781, 27782, 27783, 27784, 27785, 27786, 23178, 27788, 27789, 27790, 23176, 24815, 23819, 23849, 23852, 23344, 24886, 23360, 23361, 23373, 23374, 23911, 23919, 23934}","[9.5460825, 8.078079, 6.884305, 7.8171444, 9.561611, 6.8546224, 6.480202, 8.317139, 6.400821, 7.40313]",6778,"[8.276633262634277, 7.455989360809326, 7.5406718254089355, 7.462095737457275, 6.0107011795043945, 5.672276496887207, 6.462925434112549, 6.520042896270752, 6.118710041046143, 5.49675178527832]","[6.711845874786377, 7.279661655426025, 7.000101089477539, 6.580371856689453, 6.353473663330078, 6.065748691558838, 6.11299991607666, 5.608745574951172, 6.0990681648254395, 5.487594127655029]","[7.750921249389648, 7.370532035827637, 7.041597843170166, 6.921310901641846, 6.194127082824707, 7.218814373016357, 6.66094970703125, 6.669530391693115, 6.5067338943481445, 5.8248724937438965]","[9.643022537231445, 7.792964458465576, 7.601067066192627, 6.8569416999816895, 6.252501964569092, 6.021236896514893, 6.458187580108643, 6.36278772354126, 6.059898853302002, 5.471005439758301]","[5.962585926055908, 7.01446008682251, 7.197185039520264, 6.631610870361328, 5.930179595947266, 4.357698440551758, 6.524523735046387, 6.200357913970947, 6.1861772537231445, 5.29987907409668]","[7.669001770019531, 7.3827215194702145, 7.276124572753906, 6.890466213226318, 6.148196697235107, 5.867154979705811, 6.443917274475098, 6.272292900085449, 6.194117641448974, 5.516020584106445]"
100,197,"[197, 1047, 15089, 1217, 18724, 13005, 17543, 993, 16141, 8058]",{1112},"[9.077261, 9.135909, 8.618443, 8.548876, 8.126759, 8.056379, 7.752132, 7.723929, 7.6246786, 7.7397666]",1047,"[9.386009216308594, 6.622645378112793, 8.681227684020996, 6.774808883666992, 6.022801876068115, 5.712385654449463, 6.905454635620117, 7.257509708404541, 7.33449125289917, 7.845187187194824]","[9.022010803222656, 6.592959880828857, 9.117589950561523, 5.767301559448242, 6.89518404006958, 5.864402770996094, 7.169126033782959, 6.744041919708252, 8.02556037902832, 7.602743148803711]","[8.274560928344727, 7.116836071014404, 8.823623657226562, 5.687678813934326, 6.784286975860596, 6.562020301818848, 6.949638843536377, 6.6597113609313965, 8.573822975158691, 7.726776599884033]","[8.500683784484863, 7.954848289489746, 8.751294136047363, 6.31900691986084, 6.387573719024658, 6.160867691040039, 6.847010135650635, 6.788028717041016, 7.5268449783325195, 7.570793151855469]","[8.750616073608398, 8.231719017028809, 8.931562423706055, 7.310165882110596, 6.857604026794434, 5.775172710418701, 6.987976551055908, 6.913332939147949, 6.786875247955322, 8.059295654296875]","[8.786776161193847, 7.303801727294922, 8.8610595703125, 6.371792411804199, 6.589490127563477, 6.014969825744629, 6.9718412399292, 6.872524929046631, 7.649518966674805, 7.760959148406982]"
101,197,"[197, 5236, 758, 839, 4347, 4353, 23176, 4349, 6252, 20631]","{27904, 24192, 27906, 24195, 6788, 27911, 3603, 27926, 27927, 27928, 24985, 27929, 27932, 797, 27936, 20001, 27938, 27943, 27947, 27949, 27954, 19893, 8378, 27895, 6973, 17346, 23494, 17355, 17356, 7886, 15312, 15313, 15314, 7891, 15319, 15321, 15322, 15325, 15326, 17379, 17380, 27877, 27879, 27880, 27881, 27882, 27883, 27884, 24173, 27885, 24172, 24191, 23793, 27891, 24179, 24182, 24183, 24184, 27897, 27900, 27903}","[8.063634, 7.8800974, 6.936928, 7.055497, 8.075242, 8.024215, 7.0469017, 7.9996505, 6.870243, 7.132607]",4347,"[8.22359561920166, 4.696865558624268, 6.896743297576904, 6.504630088806152, 7.208114147186279, 7.081768035888672, 6.36466646194458, 6.993697643280029, 4.648101806640625, 6.6159987449646]","[7.918732166290283, 4.651692867279053, 7.139229774475098, 6.077086925506592, 7.221578121185303, 7.380026340484619, 6.55586576461792, 6.945088863372803, 6.130128860473633, 6.5854411125183105]","[7.791202068328857, 6.131284236907959, 7.383946895599365, 5.746716022491455, 6.254083633422852, 6.998596668243408, 6.906730651855469, 6.769124507904053, 3.8538851737976074, 6.6273040771484375]","[8.284370422363281, 4.098851680755615, 6.5742669105529785, 5.766089916229248, 7.105201244354248, 6.889286994934082, 6.64201021194458, 7.096982479095459, 4.626708984375, 5.975924015045166]","[8.307578086853027, 5.196626663208008, 6.325016975402832, 6.078432083129883, 6.677502632141113, 6.833054542541504, 6.131799221038818, 6.897422790527344, 3.8846607208251953, 6.291437149047852]","[8.105095672607423, 4.955064201354981, 6.863840770721436, 6.034591007232666, 6.893295955657959, 7.036546516418457, 6.520214462280274, 6.940463256835938, 4.628697109222412, 6.419221019744873]"
102,1231,"[1231, 1047, 197, 1391, 7394, 17781, 12948, 6778, 1473, 12939]",,,-1,,,,,,
103,1047,"[1047, 23176, 23361, 13504, 860, 5236, 15116, 8058, 32657, 5712]",,,-1,,,,,,
104,7395,"[7395, 7032, 21058, 1811, 7031, 21056, 6510, 2732, 5037, 7042]","{7170, 17543, 21898, 28303, 17680, 7057, 786, 28194, 5422, 1203, 6969, 443, 28481, 28102, 968, 1611, 6989, 28239, 14546, 1112, 858, 739, 998, 742, 8041, 14954, 28270, 759, 14330, 23293}","[7.451101, 7.452407, 6.9845715, 7.2961545, 7.252918, 6.885938, 7.1897764, 7.1805615, 7.164104, 7.145376]",7032,"[6.2455291748046875, 6.563272953033447, 6.218764781951904, 6.268843173980713, 6.486169338226318, 6.655712604522705, 6.261420249938965, 6.241997241973877, 6.07595682144165, 6.035756587982178]","[6.490266799926758, 6.517122268676758, 6.764547824859619, 6.3373589515686035, 6.719279766082764, 6.648311138153076, 6.582644939422607, 6.420912265777588, 6.125263690948486, 6.594900131225586]","[6.567007064819336, 6.218750476837158, 6.142916202545166, 6.118531703948975, 6.213186264038086, 6.534555912017822, 6.355616092681885, 6.314777851104736, 6.3991804122924805, 6.266706466674805]","[6.077437877655029, 6.332000255584717, 6.42440128326416, 6.223029136657715, 6.092668533325195, 6.674345970153809, 6.225152015686035, 6.410196304321289, 6.241091728210449, 6.955758094787598]","[5.987919807434082, 6.750065803527832, 6.170148849487305, 6.488359451293945, 6.557955741882324, 6.463841438293457, 6.480518341064453, 6.421665668487549, 6.072449684143066, 6.567887783050537]","[6.273632144927978, 6.476242351531982, 6.344155788421631, 6.28722448348999, 6.413851928710938, 6.595353412628174, 6.381070327758789, 6.361909866333008, 6.182788467407226, 6.484201812744141]"
105,1047,"[1047, 6960, 8399, 13504, 7391, 2787, 622, 14824, 66, 6414]","{384, 14081, 28674, 7939, 772, 28677, 28678, 28679, 28680, 28681, 28675, 28673, 20876, 28685, 28684, 28687, 28690, 787, 28692, 28693, 28694, 20631, 28696, 28697, 28695, 28699, 28700, 28701, 28703, 28704, 28705, 290, 28707, 28706, 1316, 28672, 939, 7980, 941, 7344, 19893, 7993, 12991, 13254, 14025, 13005, 28662, 28665, 13407, 28691, 20626, 13410, 739, 20627, 613, 28666, 28667, 616, 28669, 28657, 28659, 28660, 28661, 28670, 28663, 28664, 14073, 14074, 14075, 14076, 14077, 15358, 15359}","[7.769096, 7.7696114, 6.5556903, 7.1800265, 6.3675594, 7.734781, 6.9242697, 7.1163936, 6.3363404, 5.323501]",6960,"[3.9028475284576416, 5.872204780578613, 5.5682692527771, 5.289223670959473, 5.579830169677734, 3.752807140350342, 6.284852027893066, 4.764541149139404, 5.657846450805664, 6.073917865753174]","[5.767812728881836, 6.600460052490234, 6.164126396179199, 4.879417419433594, 6.090219974517822, 4.328739166259766, 6.534418106079102, 5.072215557098389, 6.166820049285889, 6.3205976486206055]","[3.863973617553711, 5.354016304016113, 5.265137195587158, 4.537780284881592, 5.313598155975342, 3.7441723346710205, 6.170083999633789, 5.305727005004883, 5.57633113861084, 5.614832878112793]","[4.819599151611328, 5.639156341552734, 6.118926048278809, 4.904362678527832, 5.417593955993652, 2.5781641006469727, 6.003258228302002, 4.576367378234863, 5.378809928894043, 5.401461124420166]","[5.286909103393555, 6.437507629394531, 6.3641133308410645, 5.452469825744629, 6.097832679748535, 4.587750434875488, 6.358104705810547, 5.1519293785095215, 5.949943542480469, 6.165635585784912]","[4.728228425979614, 5.980669021606445, 5.896114444732666, 5.012650775909424, 5.699814987182617, 3.7983266353607177, 6.2701434135437015, 4.974156093597412, 5.745950222015381, 5.91528902053833]"
106,23176,"[23176, 197, 1047, 15089, 621, 7432, 860, 13504, 8425, 6960]",{547},"[7.407978, 7.5866327, 6.9805865, 7.083192, 7.016275, 6.6676173, 6.6025934, 6.39201, 6.2885613, 6.1970987]",197,"[7.152644157409668, 8.477762222290039, 4.933502197265625, 7.206764221191406, 6.892378330230713, 6.616662979125977, 6.548083782196045, 6.122411727905273, 5.575965881347656, 6.116668701171875]","[7.28989839553833, 7.459469318389893, 5.413679599761963, 7.288381099700928, 7.17647647857666, 6.827601432800293, 6.647649765014648, 6.384176731109619, 5.751326560974121, 6.292702674865723]","[7.219581127166748, 7.954154014587402, 6.927841663360596, 7.423908233642578, 7.072577953338623, 7.11100435256958, 6.8513054847717285, 6.249906539916992, 5.745816230773926, 6.273908615112305]","[7.217921733856201, 7.897424221038818, 5.251539707183838, 7.486873149871826, 6.778244495391846, 7.036250591278076, 6.667918682098389, 6.249148368835449, 4.689510345458984, 6.43094539642334]","[7.512213706970215, 7.9411749839782715, 7.171522617340088, 7.215608596801758, 7.293076515197754, 6.914412021636963, 6.704352378845215, 6.241827011108398, 5.669203758239746, 6.555630207061768]","[7.278451824188233, 7.945996952056885, 5.939617156982422, 7.324307060241699, 7.042550754547119, 6.901186275482178, 6.683862018585205, 6.2494940757751465, 5.486364555358887, 6.333971118927002]"
107,1231,"[1231, 197, 369, 417, 6778, 621, 1408, 1450, 17629, 307]","{22042, 22567, 17486, 1621, 12894, 609, 111, 15481, 634, 14470, 14471, 14472, 14473, 22151, 706, 707, 1218, 7369, 7381, 17624, 8431, 21232, 21233, 21234, 28929, 28930, 28932, 28933, 28934, 28935, 28936, 28937, 28939, 28940, 28941, 28942, 21263, 28944, 28946, 28947, 28948, 28949, 28950, 28953, 28955, 28956, 28957, 28958, 28959, 28960, 28961, 26401, 28963, 28964, 28965, 28966, 28967, 28968, 28969, 28962, 28971, 28972, 28973, 28974, 28975, 28976, 28977, 28978, 28979, 28980, 28981, 28982, 28983, 28984, 28985, 28987, 28988, 28989, 28991, 28992, 28993, 28995, 28997, 28998, 28999, 29001, 29002, 29003, 29004, 29005, 29007, 29008, 29009, 15187, 1370, 1404, 19863, 410, 8091, 929, 25510, 1448, 939, 446, 459, 468, 17191, 16174, 7148, 7150, 1521}","[10.994165, 9.94172, 8.588636, 9.483205, 10.999371, 8.22311, 7.7929974, 7.272524, 7.7887435, 7.782302]",6778,"[8.022637367248535, 7.738074779510498, 3.5540249347686768, 6.802396774291992, 8.130695343017578, 6.613783836364746, 4.916407585144043, 5.390784740447998, 6.198305130004883, 7.589003562927246]","[7.5950608253479, 8.62506103515625, 3.9401519298553467, 6.587563991546631, 8.10793685913086, 7.728847503662109, 5.956017017364502, 5.974323272705078, 6.83303165435791, 7.385505676269531]","[6.734019756317139, 6.567330837249756, 4.531029224395752, 5.714132785797119, 8.307487487792969, 7.2987165451049805, 5.396880626678467, 5.649333953857422, 6.598057746887207, 7.532095432281494]","[6.422403335571289, 6.741492748260498, 4.3635573387146, 6.139079570770264, 8.236499786376953, 7.602684497833252, 5.256772041320801, 5.592886447906494, 6.507138729095459, 7.519540786743164]","[6.64504337310791, 7.733232498168945, 4.030570983886719, 5.862639904022217, 7.990800857543945, 7.283995628356934, 6.143290042877197, 5.354898929595947, 6.0574049949646, 7.85128116607666]","[7.083832931518555, 7.481038379669189, 4.083866882324219, 6.221162605285644, 8.154684066772461, 7.3056056022644045, 5.533873462677002, 5.5924454689025875, 6.438787651062012, 7.575485324859619]"
108,66,"[66, 1116, 1221, 12948, 786, 461, 853, 18606, 860, 668]","{7299, 772, 21895, 7050, 6412, 29076, 29078, 29079, 29087, 29100, 1594, 7483, 7487, 8000, 1604, 7237, 7499, 1368, 1387, 1526, 5239}","[7.752711, 7.5244093, 7.766629, 7.4093585, 6.989087, 7.0869217, 6.661264, 6.3441615, 5.929321, 5.4725175]",1221,"[6.687987327575684, 6.941952228546143, 8.316731452941895, 6.373530864715576, 5.928472995758057, 5.81981086730957, 5.892451763153076, 6.049921989440918, 3.977847099304199, 5.107874393463135]","[6.724735260009766, 6.872632026672363, 8.546279907226562, 6.3625383377075195, 5.623655319213867, 6.08125114440918, 5.989225387573242, 5.040683746337891, 4.080793857574463, 5.326956272125244]","[5.767211437225342, 6.1750102043151855, 7.868860244750977, 6.000015735626221, 4.885146617889404, 5.809253215789795, 5.452267169952393, 6.0112175941467285, 3.810606002807617, 5.566324710845947]","[6.2495293617248535, 5.981879711151123, 8.122736930847168, 6.240599632263184, 4.92864990234375, 5.848836898803711, 5.291366100311279, 4.254015922546387, 3.838947296142578, 5.002689361572266]","[6.716488361358643, 6.973939418792725, 8.970582008361816, 7.081800937652588, 5.987159252166748, 7.026585578918457, 6.57249116897583, 4.970200538635254, 5.546224117279053, 4.375777244567871]","[6.429190349578858, 6.589082717895508, 8.365038108825683, 6.411697101593018, 5.470616817474365, 6.117147541046142, 5.839560317993164, 5.265207958221436, 4.250883674621582, 5.075924396514893]"
109,6852,"[6852, 6854, 6856, 6853, 6850, 6855, 7176, 1005, 13552, 1714]","{7170, 995, 786, 7220, 858}","[9.121221, 9.122306, 9.080449, 9.015914, 8.942387, 8.855922, 8.604885, 8.587797, 8.453379, 8.408944]",6854,"[9.099252700805664, 9.27554702758789, 9.297552108764648, 8.868762016296387, 9.12591552734375, 9.03071117401123, 7.941962718963623, 7.790768623352051, 7.670200824737549, 7.988315582275391]","[8.790206909179688, 8.673656463623047, 9.013007164001465, 8.783279418945312, 8.872525215148926, 8.820999145507812, 7.9336090087890625, 8.209402084350586, 7.90259313583374, 7.966304302215576]","[8.62679386138916, 9.317206382751465, 9.13661003112793, 8.99334716796875, 9.257408142089844, 8.876890182495117, 7.919649600982666, 7.870760440826416, 8.186506271362305, 7.649297714233398]","[8.9901704788208, 8.97742748260498, 9.309810638427734, 8.8574800491333, 9.1273832321167, 8.832646369934082, 8.788633346557617, 7.664662837982178, 8.386160850524902, 7.82081413269043]","[8.713930130004883, 9.079086303710938, 9.240161895751953, 8.642496109008789, 9.007701873779297, 8.496294021606445, 8.150279998779297, 7.486788749694824, 8.245941162109375, 7.768139839172363]","[8.84407081604004, 9.064584732055664, 9.199428367614747, 8.829072952270508, 9.078186798095704, 8.811508178710938, 8.146826934814452, 7.804476547241211, 8.078280448913574, 7.838574314117432]"
110,15116,"[15116, 23361, 860, 13504, 5712, 43, 1005, 1552, 7176, 446]","{1402, 767}","[6.6731725, 6.7161374, 6.067851, 5.9679923, 5.795791, 5.8268538, 5.7002754, 5.444379, 5.4871354, 5.473328]",23361,"[5.331071853637695, 5.834188938140869, 5.837703227996826, 6.307046890258789, 6.243603229522705, 5.5745439529418945, 5.249475002288818, 4.834310531616211, 5.310108661651611, 5.06250524520874]","[5.242138385772705, 7.233818054199219, 6.023088455200195, 6.3921356201171875, 6.147618293762207, 6.227475643157959, 5.961806297302246, 4.726229667663574, 5.921093940734863, 5.887998580932617]","[5.8580780029296875, 7.0536417961120605, 6.022515296936035, 6.293941020965576, 6.222813129425049, 6.288019180297852, 5.564486026763916, 4.947861671447754, 6.676058292388916, 6.037895202636719]","[6.081579208374023, 6.37540864944458, 6.380781173706055, 6.619938850402832, 6.359720706939697, 6.631488800048828, 6.006843566894531, 5.063375949859619, 5.891795635223389, 6.14633846282959]","[5.19342565536499, 6.201977729797363, 5.950294494628906, 6.210061550140381, 5.747776508331299, 6.010548114776611, 5.789521217346191, 4.961766719818115, 6.486380100250244, 5.336455821990967]","[5.54125862121582, 6.5398070335388185, 6.042876529693603, 6.364624786376953, 6.144306373596192, 6.146415138244629, 5.714426422119141, 4.906708908081055, 6.057087326049805, 5.694238662719727]"
111,7008,"[7008, 49, 1217, 5465, 7394, 6414, 6186, 7387, 7461, 8058]",{772},"[9.0133095, 9.061364, 8.910606, 8.458792, 8.191214, 7.970816, 7.9411697, 7.621371, 7.5299644, 7.5104284]",49,"[7.208769798278809, 8.937700271606445, 7.828822135925293, 8.18566608428955, 6.7714996337890625, 7.507144451141357, 7.113259792327881, 7.797787189483643, 6.934684753417969, 7.430614471435547]","[6.6117939949035645, 9.176538467407227, 8.890957832336426, 8.440030097961426, 6.184018611907959, 7.229416847229004, 7.365574836730957, 7.712630271911621, 8.237519264221191, 6.40977144241333]","[9.123230934143066, 8.782273292541504, 7.913572788238525, 8.75653076171875, 6.5076727867126465, 8.033984184265137, 7.577426433563232, 7.350977420806885, 8.230133056640625, 6.433201313018799]","[8.626425743103027, 9.087671279907227, 8.925995826721191, 8.516292572021484, 6.562990665435791, 7.89531946182251, 6.973916053771973, 7.826977729797363, 7.310042858123779, 7.674942493438721]","[8.213842391967773, 8.689711570739746, 8.2807035446167, 8.55435562133789, 5.699326515197754, 7.775669097900391, 7.461109161376953, 7.495967864990234, 7.138609409332275, 7.172386169433594]","[7.956812572479248, 8.93477897644043, 8.368010425567627, 8.49057502746582, 6.345101642608642, 7.68830680847168, 7.2982572555542, 7.636868095397949, 7.570197868347168, 7.024183177947998]"
112,1047,"[1047, 1217, 1202, 7998, 1465, 1231, 16141, 13539, 6974, 7395]",,,-1,,,,,,
113,7008,"[7008, 5465, 17781, 8058, 21796, 1554, 8101, 6414, 12982, 443]","{14849, 7170, 1543, 6170, 6171, 6172, 6174, 16417, 547, 25638, 7211, 1067, 13366, 21049, 20029, 1611, 1116, 1117, 13407, 26210, 13410, 13411, 7785, 621, 7301, 670, 671, 4767, 16551, 7336, 26285, 1201, 7464, 692, 182, 29956, 8384, 19651, 1226, 19659, 26317, 29905, 18131, 6360, 29914, 7390, 737, 29924, 13541, 29932, 1262, 8436, 1269, 1272, 8440, 29947, 1283, 7428, 29957, 29958, 29959, 7432, 29961, 29962, 29963, 29964, 16141, 29966, 5903, 29967, 29965, 29970, 29971, 29972, 29973, 8462, 29975, 29976, 29977, 29978, 29979, 29980, 29981, 29982, 29983, 29984, 1313, 29986, 29987, 29988, 29989, 29990, 29991, 29992, 29993, 29994, 29995, 29996, 29997, 29998, 29999, 30000, 30001, 30002, 30003, 30004, 821, 30006, 30007, 19768, 30009, 30010, 30011, 30012, 30013, 30014, 30008, 1339, 14660, 839, 7505, 7506, 27988, 30040, 30042, 30044, 7518, 19296, 1386, 1387, 30058, 16238, 30062, 23408, 17264, 1391, 30073, 17795, 13187, 17288, 6537, 6539, 6540, 28557, 6543, 8091, 1958, 14761, 938, 939, 430, 21422, 30005, 18869, 8119, 24504, 442, 446, 459, 461, 2519, 21978, 17885, 997, 15334, 999, 1000, 26089, 14824, 26092, 14831, 1007, 17905, 1010, 1012, 18933, 18934, 13086, 7163}","[7.9978147, 7.7596736, 7.9989376, 6.6996675, 6.9870768, 7.112424, 6.6670427, 6.7786126, 6.169481, 6.362195]",17781,"[7.619923114776611, 7.55451774597168, 5.840814113616943, 5.875975608825684, 6.3707990646362305, 6.724612712860107, 6.544447422027588, 6.100384712219238, 5.595161437988281, 6.421970367431641]","[7.592434883117676, 6.894735813140869, 4.645843029022217, 6.109686851501465, 5.994484901428223, 5.175813674926758, 6.200315475463867, 6.321772575378418, 5.164134979248047, 6.550628662109375]","[7.619778156280518, 7.350919246673584, 5.5364179611206055, 6.332865238189697, 6.614800930023193, 5.1016974449157715, 6.053714752197266, 6.276673793792725, 5.224544525146484, 6.565649032592773]","[7.198929786682129, 5.520527362823486, 4.911241054534912, 5.93415641784668, 5.54951810836792, 5.735529899597168, 6.207153797149658, 5.638354778289795, 4.608676433563232, 6.792453289031982]","[7.212077617645264, 6.023425579071045, 3.9873528480529785, 5.878179550170898, 6.25167989730835, 5.70448112487793, 6.3177313804626465, 5.808629512786865, 5.176499843597412, 6.478648662567139]","[7.448628711700439, 6.668825149536133, 4.984333801269531, 6.026172733306884, 6.156256580352784, 5.688426971435547, 6.264672565460205, 6.029163074493408, 5.153803443908691, 6.561870002746582]"
114,307,"[307, 1391, 6778, 15116, 1231, 1047, 4340, 860, 6718, 6990]","{30080, 30081, 30082, 30083, 30090, 30092, 30093, 30097, 30100, 536, 30116, 30119, 30120, 30122, 30123, 30124, 30125, 943, 19377, 30137, 30146, 586, 30158, 998, 1000, 13547, 8434, 1016, 4477, 30078}","[8.825797, 8.023615, 8.841597, 7.7142625, 7.70192, 7.8898687, 7.757355, 7.628965, 7.3036046, 7.753251]",6778,"[7.607390403747559, 7.447645664215088, 7.71470308303833, 7.36984395980835, 6.1819353103637695, 6.376402854919434, 7.3656840324401855, 6.221222877502441, 6.022243022918701, 6.633275508880615]","[7.315017223358154, 7.095474720001221, 7.788783073425293, 7.505257606506348, 6.4339494705200195, 6.144975662231445, 7.546467304229736, 6.24987268447876, 6.343949794769287, 6.803014755249023]","[7.468374252319336, 7.378996849060059, 7.725934982299805, 7.091679573059082, 5.8429694175720215, 6.809030532836914, 7.2856950759887695, 6.018820285797119, 6.073399066925049, 6.215256690979004]","[7.282070636749268, 7.608813762664795, 8.063827514648438, 7.568055152893066, 6.590994358062744, 6.781782150268555, 7.196984767913818, 6.258123397827148, 5.64061975479126, 6.9525933265686035]","[7.5714335441589355, 7.721604347229004, 7.801851749420166, 7.742556095123291, 6.695244312286377, 6.604158401489258, 7.442718505859375, 5.576465129852295, 6.207264423370361, 6.5318427085876465]","[7.448857212066651, 7.450507068634034, 7.819020080566406, 7.455478477478027, 6.349018573760986, 6.543269920349121, 7.367509937286377, 6.064900875091553, 6.057495212554931, 6.627196598052978]"
115,1231,"[1231, 1391, 7395, 14588, 17781, 6778, 7998, 12272, 6446, 417]","{8449, 14852, 30213, 30214, 30215, 29448, 13453, 536, 1050, 8354, 15396, 7339, 21941, 1465, 1471, 833, 834, 7885, 25806, 80, 15312, 15315, 7893, 15318, 7897, 7899, 1628, 30174, 30179, 613, 30183, 15465, 13546, 30185, 24179, 30197, 30205}","[9.18834, 8.800249, 8.299985, 8.139715, 8.469118, 9.213456, 7.9071717, 8.249363, 7.3550544, 7.8926454]",6778,"[6.016446590423584, 8.990159034729004, 7.3908610343933105, 5.57188081741333, 6.048287391662598, 8.358474731445312, 4.453548431396484, 7.010631084442139, 7.145220756530762, 7.805644989013672]","[6.743846893310547, 9.027341842651367, 7.718343734741211, 6.706225872039795, 6.3129754066467285, 8.191649436950684, 4.835210800170898, 6.942427635192871, 6.62310791015625, 7.5528483390808105]","[7.909935474395752, 9.614925384521484, 7.660593032836914, 6.854576110839844, 5.750269889831543, 8.122706413269043, 4.950440406799316, 7.192463397979736, 6.921638488769531, 7.299231052398682]","[6.195007801055908, 8.439318656921387, 7.409027576446533, 5.5663604736328125, 6.191531658172607, 7.668987274169922, 5.026611804962158, 7.1091461181640625, 6.8747782707214355, 7.289538860321045]","[6.830463409423828, 9.765144348144531, 7.4593987464904785, 6.103810787200928, 5.925408363342285, 8.141400337219238, 4.8949408531188965, 7.187763690948486, 7.111327648162842, 7.972115516662598]","[6.739140033721924, 9.167377853393555, 7.52764482498169, 6.160570812225342, 6.0456945419311525, 8.09664363861084, 4.832150459289551, 7.088486385345459, 6.935214614868164, 7.583875751495361]"
116,1231,"[1231, 1047, 197, 1391, 7394, 17781, 12948, 6778, 1473, 12939]",,,-1,,,,,,
117,768,"[768, 6414, 14824, 1516, 5238, 49, 1594, 7387, 12272, 8425]",{7109},"[8.460489, 8.6132555, 8.164999, 8.2513485, 7.658006, 7.45044, 7.3780756, 7.3202686, 7.2061524, 7.1767454]",6414,"[7.2905073165893555, 8.523087501525879, 8.129181861877441, 7.849344253540039, 6.845494270324707, 6.404576301574707, 7.198061943054199, 7.236627578735352, 7.32438850402832, 7.281272888183594]","[7.225207805633545, 8.656363487243652, 8.268887519836426, 8.537109375, 6.440263748168945, 6.702653408050537, 7.102871894836426, 7.523927688598633, 6.788572788238525, 7.463028907775879]","[8.289995193481445, 8.623120307922363, 8.503856658935547, 7.970591068267822, 6.750189781188965, 6.280914783477783, 7.021556377410889, 7.208566665649414, 6.981342315673828, 7.4278974533081055]","[7.789781093597412, 8.968873023986816, 8.36162281036377, 8.504267692565918, 6.4477338790893555, 6.402885437011719, 6.93649959564209, 7.389594554901123, 7.157900810241699, 7.515071868896484]","[7.394218444824219, 8.647522926330566, 8.177031517028809, 8.613351821899414, 6.701780796051025, 6.023167610168457, 7.179673194885254, 7.190020561218262, 6.603286266326904, 7.143869400024414]","[7.597941970825195, 8.683793449401856, 8.288116073608398, 8.294932842254639, 6.6370924949646, 6.3628395080566404, 7.087732601165771, 7.309747409820557, 6.971098136901856, 7.366228103637695]"
